"","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"Drug and biocide MFS efflux pumps",273.380204860901,50.1455839534131,1.05418511490618,23.7760928578115,0,0,2.75958840037418,102.502406159769,0,4.98226013437005,0,0,324.179868779005,0,4.91026075177785,0,1.20489186095548,0,27.5938189845475,0,0,150.90735434575,110.195154777927,0,114.699211577924,0,0,219.624307792537,0,103.138746879087,3.36662551902143,8.29636931164777,0,0,0,0,180.264457368594,66.2291169451074,7.24997517131791,0,0,0,0,0,0,0,0,177.795924427453,5.44476961818553,38.9488503050211,2.92397660818713,151.548021198128,0,0,0,9.68200390833185,191.311369509044,0,0,2.45388390590624,0,0,0,0,0,0,95.8422799141128,0,0,0,84.1059111473708,1.28682695563833,2.11497788886753,0,0,0,0,50.6898313745529,9.5982584603206,0,0,0,0,0,0,0,0,0,65.5094027691672,0,0,0,0,0,0,173.074074074074,70.5116615440246,0,0,0,0,89.1104906262465,65.3504214293961,92.816787732042,23.3050847457627,0,92.0467185761958,0,0,0,4.10094637223975,0,5.37862703467799,7.40792508211615,30.1655098772023,29.1785601014906,175.552816087526,0,147.263554505396,4.53884201338377,0,0,0,5.17258529792102,0,0,5.12991339107262,0,123.643376087541,0,138.570827686124,37.2208436724566,101.300108342362,94.758064516129,0,0,0,245.825900820549,110.60511185746,0,0,0,0,0,0,0,0,0,116.005049796605,0,152.228562307969,0,2.56946519270989,0,0,116.994499860166,91.2383749388155,0,0,88.2352941176471,0,0,0,78.3936880436982,77.3240660295395,0,0,0,0,0,0.927682901117436,11.9777005022907,0,0,254.695215737068,82.5958702064897,122.803446638171,0,308.683648381766,0,0,0,0,250.159540523293,134.717024806142,139.136904761905,0,0,0,55.7488099597217,130.058347449652,0,182.627699132363,0,4.23703526884287,0,13.3551114527287,0,0,37.6859504132231,0,119.497104783057,0,0,0,0,0,139.100899100899,0,0,209.431559448925,0,0,161.994664477734,0,0
"Drug and biocide MATE efflux pumps",28.5471846778593,0,0,0,0,0,0,9.94546037856914,0,0,0,0,45.3192510801728,0,0,0,0,0,0,0,0,13.4069121652694,10.5148048452221,0,6.80419051733448,0,0,19.2913243331282,0,10.5219355605754,0,0,0,0,0,0,16.7892022385603,6.48866348448687,0,0,0,0,0,0,0,0,0,19.1158457369808,0,0,0,18.687823472898,0,0,0,1.9541659264523,21.9638242894057,0,0,0,0,0,0,0,0,0,19.9102088619949,0,0,0,4.375880738708,0,0,0,0,0,0,5.4164537557486,0,0,0,0,0,0,0,0,0,0,5.78631948749742,0,0,0,0,0,0,15.1111111111111,8.22636051346954,0,0,0,0,11.0091743119266,42.7202401570257,10.1560398170568,9.07990314769976,0,7.04486466444197,0,0,0,0,0,0,0,0,8.35183423194841,31.6280144849372,0,14.7199693467016,0,0,0,0,0,0,0,0,0,15.47223966275,0,43.5107725382063,1.92996967190516,12.3916576381365,6.52277039848197,0,0,0,22.9218694256154,11.0434337109353,0,0,0,0,0,0,0,0,0,12.414083321644,0,13.1678703962332,0,0,0,0,21.161554954787,9.39794419970631,0,0,3.1055900621118,0,0,0,7.28302650212422,31.624674196351,7.15699710674585,0,0,0,0,0,2.09747750731357,0,0,23.4760786853396,11.0619469026549,9.49860913223421,0,28.8178630446173,0,0,0,0,30.7188025758543,13.039620385016,13.4460034013605,0,0,0,8.14719882826803,12.1400338791643,0,18.7226824972275,0,0,0,0,0,0,5.17906336088154,0,12.2154358689617,0,0,0,0,0,15.4245754245754,0,0,29.0973642573226,0,0,18.4691155345783,0,0
"Copper resistance regulator",27.6077338020486,5.06847837808692,0.481913195385681,3.74426659178133,0,1.09544675176224,2.29186155285313,11.7099775425088,0,7.32241262172567,0,0,33.7013922227556,0,0.93125634947511,0,59.3409241520573,0,3.56597045338767,0,0,15.494004032686,19.3472409152086,0,26.2447348525759,3.81583571823066,3.50160490224686,20.6304969416193,0,11.7108548329568,1.42146410803127,0,0,0,0,0,18.0237024031603,6.33949880668258,7.84586354156321,0,0,0,0,0,0,0.430702968774035,0,21.5656434430793,1.4292520247737,6.25684342249335,2.10909788131531,20.0514457495274,0,0,0,7.4613608100906,20.5426356589147,0.150937700464133,0,0.465391775258081,0,0,0,0,0,0,8.13325525408289,0,0,0,17.87436030557,0,1.68236877523553,0,0,0,0,5.4164537557486,3.9580447259054,0,0,4.66488956587967,0,0,0.96134038316281,0,0,0,19.9076944272233,0,0,0,1.00300902708124,0,0,15.8888888888889,109.38347495932,0,0.138523341182989,0,0,34.9421619465497,12.8160720471077,21.0519235942965,26.0290556900726,0,115.313311086392,0,0,0,3.36487907465825,0,19.4385468270819,6.6391781396324,14.0149492792312,2.96014377841209,14.7160798212497,0,13.2511654639504,2.15304044224614,3.75692683384991,0,0,9.35044265393415,0.536231365960033,0,2.53164556962025,0.222444666889111,17.7145932370616,0,15.3759872879376,17.6454370002757,10.4279523293608,29.7675521821632,0,0,0.999666777740753,23.7602568676418,10.3034098024705,0,0,0,0,0,0,0.612448828288689,0,0,15.2195258802076,13.6613539179208,18.9138502054986,1.43974960876369,11.7717358828802,0,1.83557898847881,13.2376246853734,19.6769456681351,0,0,33.7961271465108,1.69718624385887,0,0,17.297187942545,11.0338835794961,0,0,0,0,0,0.548176259751212,1.76629684826406,0,0,29.1022423702744,11.378002528445,14.2479136983513,0,112.66172262303,0,0,0,0,28.3401984103962,11.9208363874851,22.9591836734694,0,0,0,9.79494690589528,17.5983436853002,0,17.6136734294475,0,0.477412424658352,0,39.2966948501153,0,0,4.95867768595041,0,110.375188387404,0,0,0,0,0,17.8621378621379,0,0,25.5084320611276,0,0,17.4840960394008,0,0
"Class A betalactamases",43.1541305533669,130.162838347892,125.237191650854,62.6228587475428,33.9664102966567,87.6833682606211,75.912067352666,43.9525184472249,16.3637706855792,96.7766286706424,57.4025685217101,45.1194237760337,46.2153944631141,17.848723647875,53.7588892651541,35.2159031068984,317.067293210434,123.542758782568,209.713024282561,44.803982576229,67.2158602272213,48.6044784039053,209.959623149394,57.2606504809895,130.251647046117,67.9319174574484,92.5007295010213,59.3941148792935,48.2623911451127,13.6725716323862,43.5416900460105,98.0778708723509,53.6130536130536,39.2128560431101,62.2028926873673,0,33.9899045319873,128.13245823389,108.352368656272,106.224929430991,54.1917045287996,62.0345518466714,69.4581698054607,8.7719298245614,32.586512866016,74.1424396246731,33.3849704403908,29.7687539438031,78.268563261417,240.575629594869,48.9406576550666,27.7992995940125,40.7097838729746,56.5856895344122,78.1192604383495,124.44483922544,26.0335917312661,24.7915173012339,32.0961744644935,89.3552208495515,83.1431771978592,65.3479335923702,20.0798043506243,26.5328874024526,76.3100822111262,75.1700680272109,21.0163315765502,38.8373931163325,48.0890005383097,48.32360526673,142.549877623674,61.8692854724009,74.3126321861181,48.9035038993934,63.0140967882575,137.029670820311,29.9410692106445,147.77721001533,133.584009499307,29.148830843598,42.0873076655295,25.6410256410256,23.4894880564172,47.8986606848321,58.195426766463,43.4885790566597,51.4714974650674,39.1255574707926,306.054970035131,34.4362498923867,63.650427809175,61.4819004524887,91.1682415668057,60.5709170074671,116.531165311653,8.81481481481481,113.72265413126,18.3352310881434,55.4439673084915,25.4255704454908,36.6704021915079,109.373753490227,35.7926336450756,219.666397632499,164.043583535109,22.5031859950366,229.050797182054,58.4666136490825,36.8640162710141,37.9793921809322,197.686645636172,13.2689347699167,137.343713139891,80.4388846180725,336.225306994127,133.417908869859,34.5943447106865,83.7144490495927,11.207612235775,95.0247308699447,34.2819573588804,45.7592538618479,16.58177088978,153.088630259624,50.9777285239338,65.8427313455894,50.8327781479014,117.450784117451,32.5589738990044,73.297604035309,101.743235032949,35.2908740005514,61.4165763813651,182.993358633776,175.256250598716,51.8060564428416,57.3975341552816,10.7028184088477,28.6901576820174,56.7899662570828,66.6345922540293,74.1434689507495,74.0918546967515,56.2195561970052,31.3099372764502,60.1166876188634,60.3039553159706,31.3653136531365,285.804460653668,121.897040039984,53.6690475240413,34.2410015649452,147.714371078578,55.2087158770963,16.6764303846905,44.840123053976,36.8086147821831,37.6273924931643,56.6352280253032,120.204603580563,73.6489504242966,53.1136048845295,44.0473941324121,308.618248027514,47.0894874022589,28.6279884269834,82.6045888052652,45.8478322204458,20.672157058481,29.4820717131474,66.3714948344929,135.066512115692,27.9743754720676,88.1213193787569,108.414959928762,29.6038769490097,24.2214532871972,22.2085132634176,99.965741001975,59.0898944481648,70.9851551956815,19.1588785046729,39.5018845613776,120.786679816673,45.8315651402338,319.887329931973,37.2544800663941,15.1811791892673,54.5102615923259,215.580373489564,141.539619800489,54.2928820159509,28.051405832083,75.2053076580768,174.255535000298,68.5836051773124,149.116064565719,198.426663906428,0,211.239669421488,284.977908689249,139.24803680495,95.110714816466,36.9475513085026,75.0356342903686,13.9406967187204,42.629017887739,20.8191808191808,98.9081567116249,32.1165121997352,42.2181916412611,26.507644394111,37.8691607787323,52.6985429919967,30.2328824431739,46.5581870846822
"Class C betalactamases",26.001575853082,0,0,0,0,0,0,3.52903432787937,0,1.20782063863516,0,0,28.5805728916627,0,0,0,0,0,0,0,0,11.9211857511762,0,0,2.16006048169349,0,0,14.6947048391183,0,7.31185352514564,0,2.79283719402004,0,0,0,0,12.3998683199824,0.820405727923628,0,0,0,0,0,0,0,0,0,13.8821870012249,0,3.28484279680901,0,11.931694920507,0,0,0,0,15.8914728682171,0,0,0,0,0,0,0,0,0,4.35942481618843,0,0,0,2.00252169398502,0,0,0,0,0,0,3.88349514563107,0,0,0,0,0,0,0,0,0,0,2.47985120892746,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,2.31352213801356,4.15656390717007,2.69034167339252,0,0,4.82017055988135,0,0,0,0,0,0,0,0,0,14.2537945912628,0,8.94054537326777,0,0,0,0,0,0,0,0,0,8.87972015427393,0,5.84194045894284,3.72208436724566,6.2296858071506,3.79506641366224,0,0,0,17.588298251873,0,0,0,0,0,0,0,0,0,0,2.94571468649179,0,11.7712780814812,0,0,0,0,8.76293465088095,1.56632403328439,0,0,3.01424917793204,0,0,0,2.52882864657091,4.86533449174631,0,0,0,0,0,0,0,0,0,21.5939447907391,0,6.85256801682611,0,23.7999274515336,0,0,0,0,17.9265533445495,9.18174453146098,5.26147959183673,0,0,0,3.75320395459539,2.44682853378506,0,16.3415747928762,0,0,0,0,0,0,0,0,7.21821210438645,0,0,0,0,0,6.31368631368631,0,0,18.0604329873037,0,0,13.502975579725,0,0
"Bleomycin resistance protein",0,1.72543944785938,0.783108942501732,2.05934662547973,1.00455187568671,0,0.420954162768943,0,0.775709219858156,1.20782063863516,0.416967810085061,0.81541127306085,0,1.1001100110011,2.53979004402303,1.81016324381253,0,1.29097879665128,7.13194090677534,1.11580799519344,1.90105463268909,0,0.25235531628533,2.38204306000916,0.864024192677395,1.80750112968821,0.72950102130143,0,0.854561731911777,0,4.07735757303707,0,1.57418339236521,0,0.581571760898149,0,0.16460002194667,5.22076372315036,0.595888370245307,0.594265339474075,1.1725047633006,3.1754432389521,1.29881130530536,0,2.61756876663709,0.584525457621904,1.07489488160349,0,8.37133328796025,5.94400125136868,2.49257022337264,4.83466079895869,1.08198761124185,2.02750027647731,2.44887963756581,2.4871202700302,1.22739018087855,0.754688502320667,1.00371832014052,1.4807920121848,12.4465834128532,0,1.07263912129403,0.668896321070234,1.7148333081152,1.63265306122449,0,0,1.28596207907171,0.32577711415773,8.90009641771119,2.33660684050119,0.721015189386656,0.644344213122403,0.930097369568377,0.892965864350367,2.03482994635448,6.33622892181911,6.23392044330101,3.72732302495559,1.56652509921326,0.92028433612592,0.424189400567353,0.956653691363726,1.03000755338872,1.63156333432216,1.45294917769259,0.32832635639826,0.413308534821244,1.00439062186128,0.568307391153348,2.31900452488688,1.42532861743124,1.24112392927628,2.74766636555254,0,3.79678177544748,0,0.865770882393683,0.181093806591815,0,2.55285201435979,0,3.02663438256659,2.42130750605327,0.737809376886444,0,3.56395982445289,2.22455270600947,0.967153963471339,3.68033648790747,0,0,2.44601299881194,3.33689268553123,5.60312929485146,0,0.643132771187652,2.33092790088767,1.57113762001746,0,0.161922342044755,1.22827932516889,3.28260220829603,1.10821148965073,0.772439363509964,2.19853431045969,4.56011567122678,1.92842407390797,2.45901639344262,0,0.827129859387924,0,3.20208728652751,0.478973081712808,2.86221306314042,0.999666777740753,0,2.04929697728696,0,0.44102317376313,1.60599571734475,1.49357230490212,0.856936676889771,0.466538800476906,0.58021467943139,2.5654348249659,0.364148378325889,0,1.02737824179486,0.917760663979889,0.938967136150235,1.13534508515088,0,1.21070103495411,0,0.881057268722467,2.42356450410142,1.27885998766814,4.20168067226891,0,0.339203437261498,0.917654044425252,4.04612583451345,0,0.609106136744328,1.00551509796155,3.10354556569171,0.415938773812495,1.00929614873838,1.56019397006114,0.331180659049511,1.34277002265924,2.22744332224697,0.121427993200032,13.3796881584492,0,1.32519935110928,0.0403047035589053,0.860996843011576,1.31578947368421,0,1.07161333234794,0,0,2.55102040816327,0,0.802387906409475,1.7648230907176,6.59099231050897,0.376435159043855,1.87216834537762,0,0.242728265706542,2.14835591096258,0.578764600652426,2.30591852421214,1.65614325639168,0,5.50964187327824,0,0,1.99138059146976,1.73743077424259,1.83262064752596,1.32768540178289,1.71338496333356,0,0,1.3996595422735,0.347316018986609,1.69875424688562,1.32160829563361,1.64169915862918,0.195230790684702,1.74646447435679
"Multi-metal resistance regulator",102.309230862477,24.8031920629785,0,8.33099316671347,0,0,0,33.6862367661213,0,0.528421529402884,0,0,111.921907505201,0.24696347185739,7.78868946833728,0,0.60244593047774,0,15.2827305145186,0,0,56.3161059818175,48.4522207267833,0,46.6573064045793,0,0,75.1384414926345,0.244160494831936,41.2554987516348,0.187034751056746,1.64284540824708,0,0,0.505714574694043,0,47.926039723472,21.2559665871122,1.29109146886483,0,0,0.264620269912675,0,1.15131578947368,0,0,0,59.9458075052893,0,8.13389644924136,0,59.5655003564013,0,0,0,7.72783798187955,68.9599483204134,0,0,0.338466745642241,0.248931668257063,0,0,0,0,1.56462585034014,35.9164552020301,0.143709132715384,0,0,31.8178446933175,0.203183203521842,0,0.244406425667118,0,0,0.264263629396686,23.0965763924374,0,0,0.469957529763977,0,0.106047350141838,0.395856699874645,0,0,0,0.10944211879942,34.0979541227526,0,0,0.169683257918552,0.316739692762498,0,0.301114122252334,58.4444444444444,31.639848128729,0,0,0,0,36.1388113282808,41.9120193972982,39.9515738498789,23.0024213075061,0,30.9603262884687,0,0,0.446378752371387,2.31335436382755,0.159227217239,0,2.02669648472989,32.8350240256273,17.5494238291574,68.3026427305648,0,52.6853566638993,0,0.939231708462478,0,0,2.48681985476972,0,0,1.59893404397069,0,41.7077764821957,0,39.4447819787821,51.6956162117452,22.887323943662,34.2741935483871,0.670562314397931,0,0,83.6603638958259,47.7030796379575,0,0,0,0,0,6.53154320667669,0,0,0,50.0771496703605,0,53.74885279917,0.500782472613459,1.49387511204063,0.30603501040519,0.351493848857645,48.3825859979491,31.8159569260891,0.15535669898086,0,36.2623310193643,0,0,0,30.4470969047137,32.8410078192876,0.913659205116492,0.335171699320516,0,0,0,0,4.4709388971684,0,0,84.7769772524893,26.8647281921618,60.8589456543863,0.22848264674298,122.838660271654,0,0,0,0,90.4739803910193,47.181821688978,56.4944727891156,0,0,0,26.0893445624314,42.1607378129117,0,68.6280905473286,0,0.477412424658352,0,12.0099923136049,0,0,7.27272727272727,40.500736377025,41.4848893471881,0.386387278941893,0.651536540340971,0,0,0,41.5184815184815,0,0.529600907887271,78.3390576158685,0,0,56.9259183254669,0.529912146144192,0
"Chloramphenicol acetyltransferases",1.09097521061883,0,0,0,0,2.19089350352448,0,1.12287455887071,0,0,0,0,1.0241638662186,0,0,0,4.75932285077414,0,0,0.321867690921185,0,0,2.27119784656797,0,4.42812398747165,0.652708741276297,0,0,0,0,0,0,0.968728241455514,0,0,0,1.83803357840448,0,0,0,0,0,0,0.822368421052632,0,0.646054453161052,0,0,0,0,0,1.14668236898379,0.459844734777787,0.368636413904966,0,0,1.48578811369509,0,0.342176700047905,1.35386698256896,1.28614695266149,0,0,0,0,1.08843537414966,4.16422669009044,0,0,0,0,0,0,0.822094340880308,1.13355616916146,1.62357429881885,0.845643614069396,0,0,0,0.748450880735222,0,0,1.08860592465527,0.721005287372107,0,0.86558674415729,0,1.51546462767789,0.459149998565156,0,0,0,1.34285539888909,1.27973501957242,0,1.08479479298499,0,0,0,0,0,1.27006119385752,2.82485875706215,5.29661016949153,0,1.66852057842047,0,0,0,0,0,1.41542816702052,0,0,0,0,1.03615835358011,4.7895778785363,0,1.03315487930873,0,0,0,0,0,0,0,0.493317786348552,0.819672131147541,0.467355236715427,0,1.01570964247021,0,0,0.88728604957353,0,2.30110595790225,1.87852222917971,0,0,0,0.320051208193311,0,1.91799284640506,0,0.714424887965188,0.995338900757429,2.38462617477907,1.02737824179486,0,0,0,0.703880523931938,0,1.67800876293465,0,0,0,0,0,0.876275546258869,0,4.55189156382764,0.868809730668983,0,0,0,0,0,1.56019397006114,0,0,0,0,1.47492625368732,3.7315964448063,0,0,0,0.809716599190283,0,0,2.34959679758659,0,17.8039965986395,0,0,0,4.48553643354083,0,0.973527539596361,0.619740361406484,0,0,0.683994528043776,0,0,0,0,102.356406480118,0,0.594441967602913,0,0,0,0,1.75824175824176,0.988093473642607,0.453943635331946,0,0,0,2.70880361173815,0,0
"Biguanide cation efflux",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73649445623968,0,0,0,0,0,0,5.5862670933954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49423520368947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Class B betalactamases",0.454573004424511,0,0,0,0,0,0,0,0,0,0,0,0.57609217474796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1796334906178,0,0,0,0,0,0,0,0,0,0,2.04149808841543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24435404685089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21238938053097,3.46020761245675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.9101620029455,0,0,0,0,0,0,0.43956043956044,0,0,0,0,0,0,0,0
