Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Lactobacillaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.319175719925443,0.0551493052036825,0.583202134647204,11.9898399284204,1.25826359671721,0.209667932916396,0.766401900201209,-5.52789490278804
Lachnospiraceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0483640963195544,-0.104631857786628,0.201360050425737,11.5420071239219,0.299645480796383,0.764738508907028,0.968187326985013,-6.25007958525504
Streptococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.248985807198611,-0.527336883071142,0.0293652686739196,11.0141392489203,-0.826556965973184,0.409409109760026,0.890776004259338,-5.96250225391976
Clostridiaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.204549235815668,0.107131255551323,0.301967216080012,10.8324076000897,1.34205693307005,0.181000093737244,0.736168448477529,-5.42296236128227
Prevotellaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0742380589508311,-0.0534755952182974,0.20195171311996,9.99964032434897,0.472381685147898,0.637135881917694,0.940645035698066,-6.18538049218846
Peptostreptococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0519672273765082,-0.114721774647377,0.218656229400394,9.45979245800537,0.597353638827049,0.550903014219497,0.90576891671488,-6.12056313890766
Oscillospiraceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0623434571077848,-0.0401869103045758,0.164873824520145,9.2744508457018,0.715994381680284,0.474775600315838,0.899626949271956,-6.04506905882886
Eubacteriaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0124494115848162,-0.109008487168258,0.0841096639986257,9.22250208865564,-0.0697898337607763,0.944426129309537,0.989398802133801,-6.2912992707934
Methanobacteriaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.235408791568574,0.121629678933701,0.349187904203447,9.09953531724178,1.00384028573013,0.316589646274569,0.854312251172876,-5.80559126597273
Flavobacteriaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0318628394862195,-0.117139731776081,0.18086541074852,8.79531163737035,0.533736714772069,0.594077816009068,0.933690940503844,-6.15544564569881
Erysipelotrichaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.211080874116499,-0.140535046906805,0.562696795139803,8.77099505147641,0.884495152724314,0.377421942575286,0.865745119461793,-5.91453954026626
Bacillaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0203870045684216,-0.0985032806350152,0.057729271498172,8.6287482961205,-0.412502105049214,0.680384507451227,0.961613774373423,-6.21108225857544
Spirochaetaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.159629647843108,-0.128581153284547,0.447840448970763,8.52597149700945,0.702656715324918,0.48303356362643,0.899626949271956,-6.05423361311901
Veillonellaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0732943690619532,-0.244772958725502,0.0981842206015957,8.49247406752357,-0.209236927112814,0.834462387100479,0.968187326985013,-6.27241002312735
Paenibacillaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0147067246707309,-0.147200384099528,0.117786934758066,8.30585384951529,-0.286702765002256,0.774617388297177,0.968187326985013,-6.2537626642774
Coriobacteriaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.271755078081899,-0.36386107740812,-0.179649078755678,8.27677650567133,-1.04755793261662,0.296024373073335,0.854312251172876,-5.76226869819462
Streptomycetaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0134297951465552,-0.126789325423172,0.153648915716282,8.15380022774129,0.213491681045076,0.83114679312804,0.968187326985013,-6.27153694576322
Pseudomonadaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.00740848044419629,-0.0940744925358089,0.108891453424202,8.08742861890447,0.153834478062589,0.87788526126287,0.973193505896494,-6.2821747619763
Atopobiaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.07392360672607,-0.0402098672613715,0.188057080713512,7.89499981248047,0.526018031252538,0.599420527935427,0.933690940503844,-6.15941180606033
Eggerthellaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0395950359525123,-0.1098952090228,0.189085280927824,7.73530979980708,0.525248612596024,0.599954302679123,0.933690940503844,-6.15980400523885
Desulfovibrionaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.136693450051507,-0.260748709626917,-0.0126381904760976,7.65159951830536,-0.929165842886429,0.353850338370226,0.854312251172876,-5.87535939259368
Hominidae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.13272654688611,-0.215427088963978,-0.0500260048082409,7.65094080899937,-1.1067797862473,0.269632073544169,0.843375646616035,-5.70066930203828
Burkholderiaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0135443637358961,-0.0981661305321444,0.125254858003937,7.56681651112129,0.249387251022259,0.803300522665366,0.968187326985013,-6.26347192300217
Tannerellaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0516875773890835,-0.109796491225812,0.213171646003979,7.54362572611618,0.238249553789134,0.811915585889463,0.968187326985013,-6.26610811771662
Bifidobacteriaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0364625457340093,-0.150416877679514,0.0774917862114956,7.28586975711176,-0.338375973111451,0.735411720327833,0.968187326985013,-6.23808778392315
Enterococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.154328929165048,-0.000556296493161079,0.309214154823258,7.20024492637447,0.611971968014475,0.541206132798549,0.90576891671488,-6.11199503301283
Rhodobacteraceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0326598481974045,-0.149468980907086,0.214788677301895,7.18395413013133,0.666604455606145,0.505743070835917,0.903245927249387,-6.07814727917074
Peptococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.00881059191346001,-0.40705939683563,0.38943821300871,6.92589881735439,-0.163476210690859,0.870297828685427,0.972804039454381,-6.28068951971601
Comamonadaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0335328269285675,-0.144094260665737,0.0770286068086015,6.82468838373949,-0.501567350533371,0.616487636627268,0.938309363725354,-6.17159511988186
Acidaminococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.231618591991286,-0.549765140059923,0.0865279560773505,6.80246906248251,-0.954923103047626,0.340694339586874,0.854312251172876,-5.8518980431503
Campylobacteraceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0970793349805108,-0.18183090066914,-0.0123277692918813,6.80164513746617,-1.14527546435797,0.253374631412782,0.828603524349909,-5.65883349638102
Staphylococcaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0242717355108715,-0.0697968842385634,0.118340355260306,6.73336834397485,0.312703509087344,0.754810533439551,0.968187326985013,-6.24619906225985
Selenomonadaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.116599479014289,-0.288229453159221,0.0550304951306437,6.72709236644454,-1.39108936009699,0.165643351159134,0.732788146898957,-5.35847807736744
Sphingomonadaceae,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0503399462895109,-0.0393768968917005,0.140056789470722,6.72645027866592,0.92628374203985,0.35534228049986,0.854312251172876,-5.87794502358308
